DealerCode,Date,% Customer Pay Service,Current Ratio,Days Supply - New Vehicle,Days of Inventory (Parts),Dealer Loyalty,Dealer Service Retention,F&I New Car Gross PNVR,Floorplan Expense PNVR,KSI R3,F&I Penetration,Service Sales per Advisor,N.V. Sales per Sales Consultants,Net Profit (Loss) before taxes – current month,Net Profit BBIT % Sales (ROS),Parts to Labor Ratio,Rent Expense PVR,SEI R3,Total Advertising Expenses PVR,Total Dealership Expenses - PVR,Used F&I per retail unit,Used to New Ratio,VolumnGrp,operationaldate,TerminationDate,Is the Dealer at Risk?
Dealer10,1/9/2017,32.84,1.2,61.5,35.13,60.34,40.78,800.9,383.68,866.8,0,7570000,666.67,6849,0.36,0.95,198.72,958.9,797.19,3140.51,496.66,0.95,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/10/2017,35.66,1.24,143.48,8.71,61.1,40.26,1143.13,653.26,861,0,62833.66,7.52,-85396,-6.39,1.01,276.79,989.3,745.05,4428.07,621.48,1.43,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/11/2017,37.85,1.23,100.91,23.98,62.71,40.69,791.36,404.97,850.4,0,62170.3,5.45,-84280,-4.95,0.9,231.34,992.5,775.03,3739.78,677.59,1.03,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/12/2017,39.88,1.2,180,32.35,60.34,41.06,571.15,792.95,860.1,0,53729.7,3.3,-102844,-9.79,0.82,369.05,965.6,1017.26,5392.02,618.45,1.1,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/1/2018,42.76,1.01,488.57,24.41,58.97,41.4,1707.29,1769.43,864.6,0,54077,2.33,-64543,-8.54,0.91,516.67,961.5,1329.13,7221,365.13,3.29,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/2/2018,40.72,1.25,140.45,23.44,59.38,42.86,688.5,762.95,846.4,0,58035,7.33,-16324,-1.33,0.68,316.33,963.6,759.31,3975.04,372.37,1.23,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/3/2018,41.11,1.21,196.67,25.92,58.12,42.22,269.83,872.39,842.4,0,55684,4.5,-113135,-8.47,0.92,238.46,994.4,666.12,4059.28,608.66,2.61,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/4/2018,51.52,1.19,82.89,26.84,55.37,42.5,1510.82,478.5,854.4,0,72817,9.5,1802,0.1,0.7,254.1,992.9,557.93,3911.02,832.52,0.61,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/5/2018,42.93,1.27,43.47,30.49,55.37,39.29,718.69,305.39,862.6,0,64742,12.25,-12677,-0.64,0.81,212.33,,676.37,3484.77,643.04,0.49,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/6/2018,39.79,1.19,88.38,28.24,54.7,38.98,520.11,442.49,856.9,0,38290.5,9.25,15825,0.87,0.87,203.95,,390.88,3085.87,704.23,1.05,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/7/2018,43.83,1.18,92.57,25.36,53.49,38.91,763.77,621.71,845.4,0,37365,7,-55283,-3.73,0.89,267.24,,485.64,4158.45,611.43,0.66,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/8/2018,61.53,1.24,84.38,37.3,55.97,39.12,667.41,520.03,832.1,0,49704,6.4,-15082,-0.95,0.9,212.33,,438.79,2930.15,555.22,1.28,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/9/2018,47.67,1.32,81.25,55.21,56.15,38.84,947.46,474.92,824.1,58.33,39911,4.8,-91598,-7.97,0.88,378.05,0,800.37,4849.15,994.82,0.71,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/10/2018,41.07,1.28,116.4,41.58,53.03,38.6,826.12,484.8,794.1,0,23122.5,5,-90649,-7.82,1.22,407.89,0,671.05,5771.13,417.08,0.52,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/11/2018,34.21,1.37,85.31,45.13,51.11,38.75,655.03,439.22,765,0,48176,6.4,-30580,-2.38,1.09,310,0,515.5,3911.94,130.06,0.56,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/12/2018,27.74,1.32,143.48,33.65,47.86,38.83,677.7,509.43,764.8,0,58930,5.75,-42280,-3.72,0.97,360.47,,442.07,4150.3,625.95,0.87,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/1/2019,45.69,1.26,211.76,55.22,48.61,39.2,715.12,931.24,789.2,0,50121,4.25,-24749,-2.25,0.95,352.27,,392.45,3903.61,870.07,1.59,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/2/2019,28.29,1.26,78.86,27.32,50.34,39.35,1071.83,364.46,822.2,0,47847,8.75,-8603,-0.6,0.96,298.08,,404,3740.06,1002.12,0.49,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/3/2019,46.44,1.23,222.86,42.6,44.59,39.36,628.86,1096.64,812.5,100,39820,3.5,-71980,-6.55,1.14,322.92,,440.42,3729.02,842.24,2.43,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/4/2019,46.42,1.26,158.33,38.03,43.59,38.94,392.94,827.67,812.7,83.33,36158,4.5,-82294,-8.4,1.12,407.89,,562.97,4918.66,921.35,1.11,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/5/2019,36.2,1.29,109.09,35.44,46.15,38.5,528.86,571.91,829.2,0,54190,5.5,-48717,-3.92,0.99,378.05,,539.29,4700.54,519,0.86,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/6/2019,44.84,1.31,78.89,45.16,47.8,38.1,885.63,31.26,846.6,114.81,24420,6.75,-43772,-2.94,1.08,281.82,,510.85,3320.38,955.11,1.04,VG-6,5/9/2007,8/26/2019,Yes
Dealer10,1/7/2019,46.55,1.34,38.68,26.93,0,37.44,890.92,94.71,880.2,86.84,57579,9.5,-5173,-0.31,0.99,271.93,,374.91,3396.75,843.79,0.5,VG-6,5/9/2007,8/26/2019,Yes
Dealer24,1/1/2018,30.86,1.82,168.46,25.48,39.66,49.3,765.92,411.54,920.4,84.62,44132,3.71,-19737,-2.61,1.5,391.08,994.4,664.2,5742.24,258.25,0.92,VG-7,3/23/2009,,Yes
Dealer24,1/2/2018,37.1,1.77,115,27.55,38.71,50.22,536.17,286.33,923.3,83.33,50550,5.14,549,0.05,1.17,227.41,996.4,333.07,4108.54,1167,1.28,VG-7,3/23/2009,,Yes
Dealer24,1/3/2018,44.42,1.85,130,25.81,44.83,51.22,633.73,274.27,927,93.33,67325,4.29,13466,1.2,1.13,199.58,997.2,397.3,3942.16,757.11,2.33,VG-7,3/23/2009,,Yes
Dealer24,1/4/2018,30.22,1.97,108.75,32.99,50,51.78,1077.75,266.56,939.2,93.75,54142,4.57,-41634,-3.85,1.18,238.94,996.2,393.91,4162.91,619.9,1.94,VG-7,3/23/2009,,Yes
Dealer24,1/5/2018,35.21,1.93,143.08,50.57,51.92,43.33,793.54,352.46,941.3,92.31,49804,3.71,-40441,-3.91,1.12,228.54,,390.18,3843.02,860.62,2.85,VG-7,3/23/2009,,Yes
Dealer24,1/6/2018,33.83,1.87,100.59,45.12,54.9,42.62,610.12,237.82,923.3,82.35,58546,4.86,-60214,-5.32,1.16,191.06,,381.78,4027.16,1127.06,1.94,VG-7,3/23/2009,,Yes
Dealer24,1/7/2018,26,4.25,240,57.33,53.85,43.74,338.67,434.78,929.1,88.89,45929,2.57,104751,-14.86,1.12,428.82,,822.14,6782.39,991,2.11,VG-7,3/23/2009,,Yes
Dealer24,1/8/2018,35.15,1.49,170.77,50.78,56.36,43.04,1062.77,141.38,892.2,84.62,51171,3.71,-28253,-2.91,1.24,222.51,,470.84,4491.16,842.57,2.31,VG-7,3/23/2009,,Yes
Dealer24,1/9/2018,37.78,1.55,110,43.58,57.38,42.55,564.56,234.22,902.3,94.44,45626,6,-44116,-4.54,1.25,207.15,0,443.8,4392.37,808.91,1.28,VG-7,3/23/2009,,Yes
Dealer24,1/10/2018,37.3,1.56,80.45,42.77,58.06,43.29,591.64,241.14,876.2,86.36,56578,7.33,-39626,-3.78,1.35,180.31,0,644.6,4339.21,821.4,0.91,VG-7,3/23/2009,,Yes
Dealer24,1/11/2018,29.12,1.68,126.43,71.82,61.9,43.19,816.64,396.79,887,92.86,41041,4.67,-52662,-6.22,1.47,233.4,0,610,5211.37,978.24,1.5,VG-7,3/23/2009,,Yes
Dealer24,1/12/2018,37.05,1.61,99,47.03,62.69,42.66,918.95,24.3,892.6,90,51343,6.67,21024,1.92,1.04,146,912.07,515.43,3719.93,935.96,1.2,VG-7,3/23/2009,,Yes
Dealer24,1/1/2019,35.36,1.55,365,54,63.93,42.81,463,902.67,893.1,83.33,51275,2.4,-129229,-25.86,1.45,502.41,1000,1061.29,10616.76,660.36,1.83,VG-7,3/23/2009,,Yes
Dealer24,1/2/2019,37.42,1.55,125.29,32,66.67,43.46,490.53,351.94,900.6,82.35,43859,6.8,-26337,-2.7,1.06,200.97,880,381.89,3907.43,807.1,1.18,VG-7,3/23/2009,,Yes
Dealer24,1/3/2019,45.23,1.44,121.67,45.97,60.27,42.85,674.17,222.5,888.5,66.67,43994,7.2,-13282,-1.19,1.25,181.17,910,266.17,3476.49,976.52,1.61,VG-7,3/23/2009,,Yes
Dealer24,1/4/2019,31.49,1.5,141.43,42.48,58.9,44.21,771.21,288.21,875.7,100,51336,5.6,-40286,-4.13,1.29,193.8,921.67,514.54,4806.74,1094.67,1.5,VG-7,3/23/2009,,Yes
Dealer24,1/5/2019,32.44,1.45,154.29,41.86,58.11,44.6,888.79,401.14,882.1,78.57,50359,5.6,-46974,-5.02,1.31,231.41,893.75,551.44,5370.53,789.22,1.29,VG-7,3/23/2009,,Yes
Dealer24,1/6/2019,39.6,1.6,112.94,70.59,59.46,44.94,1206.24,380.12,893.6,82.35,41341,6.8,-47567,-6.03,1.18,193.67,866.43,534.15,4773.85,739.38,0.94,VG-7,3/23/2009,,Yes
Dealer24,1/7/2019,23.51,1.58,243.75,38.55,59.46,45.84,500.25,600.25,907.8,100,57845,3.2,-7011,-0.81,1.15,228.44,875.63,444.63,4910.19,1053.04,3,VG-7,3/23/2009,,Yes
Dealer24,1/8/2019,38.8,1.46,150,53.67,56,45.89,636.75,595,904.1,83.33,39780,4.8,-33922,-3.74,1.38,178.25,882.78,417.5,4211.8,1131.89,2.33,VG-7,3/23/2009,,Yes
Dealer24,1/9/2019,33.95,1.39,156.92,49.32,51.32,45.89,567.62,160.69,893.4,69.23,49150,5.2,-58304,-7.51,1.17,205.3,886.19,936.13,5682.7,836.24,1.31,VG-7,3/23/2009,,Yes
Dealer24,1/10/2019,45.17,1.35,237,36.85,49.32,45.89,638.2,74.6,908.2,80,47538,2.86,-65019,-8.13,1.57,225.33,886.19,969.53,5312.87,908.25,2,VG-7,3/23/2009,,Yes
Dealer24,1/11/2019,39.35,1.52,142.86,48.9,49.28,43.91,1671.9,197.38,915.3,85.71,39653,8.4,-46972,-4.08,1.21,133,882.08,526.27,3257.16,1376.43,1.33,VG-7,3/23/2009,,Yes
Dealer24,1/12/2019,37.61,1.5,106.67,58.87,48.48,44.13,807.33,16.06,901.1,72.22,43446,7.2,-96922,-10.28,1.17,205.57,878.93,907.4,5212.06,1814.35,0.94,VG-7,3/23/2009,,Yes
Dealer24,1/1/2020,40.88,1.65,129.23,43.36,48.53,43.77,1014.62,314.77,906.5,92.31,44969,4.33,-62783,-7.52,1.21,223.19,867.5,950.03,5314.19,988.05,1.46,VG-7,3/23/2009,,Yes
Dealer24,1/2/2020,33.68,1.57,100.59,43.45,45.59,43.82,721.76,139.29,910,82.35,52348,5.67,-22808,-2.18,1.46,254.2,902,960.48,4523.23,1080.35,1.35,VG-7,3/23/2009,,Yes
Dealer24,1/3/2020,55.6,1.51,378,53.48,45.31,43.19,741,493.8,908.4,100,86996,5,-71198,-13.39,1.06,288.32,1000,1298.73,7488.41,1047.76,3.4,VG-7,3/23/2009,,Yes
Dealer11,1/1/2018,31.1,1.23,143.33,25.56,38.9,37.3,698.08,329.83,919.7,0,43344.25,7,125688,4.2,1.11,229.27,955.8,629.58,4558.95,1069.77,0.68,VG-3,2/12/1996,,No
Dealer11,1/2/2018,35.16,1.25,85.26,29.58,39.38,37.47,967.83,249.53,915.6,0,40480,10.56,143142,4.02,1.15,188.4,964.8,744.66,4048.72,874.41,0.36,VG-3,2/12/1996,,No
Dealer11,1/3/2018,43.5,1.25,82.19,31.35,38.1,37.47,1175.26,273.53,921.9,0,42443,10.67,142429,3.96,1.02,183.96,967.2,821.78,3939.73,772.93,0.44,VG-3,2/12/1996,,No
Dealer11,1/4/2018,48.2,1.24,115.26,34.04,38.61,37.39,1083.95,358.14,910.4,0,43566.25,8.44,27983,0.88,0.85,212.63,964.8,917.81,4483.93,1061.85,0.53,VG-3,2/12/1996,,No
Dealer11,1/5/2018,48.87,1.25,54.63,30.19,38.84,34.45,1025.52,217.1,910.9,0,48168.25,13.67,161986,3.72,0.93,159.13,,809.87,3795.99,801.5,0.26,VG-3,2/12/1996,,No
Dealer11,1/6/2018,43.44,1.23,82.42,28.08,38.41,34.37,1170.61,252.97,906,0,47475.5,10.56,63256,1.78,0.88,195.75,,954.87,4243.1,873.23,0.33,VG-3,2/12/1996,,No
Dealer11,1/7/2018,37.93,1.24,89.68,30.69,38.41,34.16,1157.6,295.74,915.2,0,49401.25,10.56,130581,3.65,1.19,192.7,,775.91,4083.24,962.94,0.35,VG-3,2/12/1996,,No
Dealer11,1/8/2018,34,1.24,94.53,26.34,39.81,34.65,1267.11,305.18,921.5,0,58614.5,11.78,200207,5.24,1.08,189.73,,827.88,4289.22,1101.17,0.23,VG-3,2/12/1996,,No
Dealer11,1/9/2018,38.72,1.29,82.66,29.78,39.73,34.84,1240.28,322.77,924.2,135.11,47180,10.44,122147,3.3,1.09,203.84,0,898.75,4546.21,998,0.29,VG-3,2/12/1996,,No
Dealer11,1/10/2018,42.7,1.31,86.59,29.84,40.97,34.85,1136.51,303.51,928.4,0,47401.5,9.78,136849,3.85,1,205.54,0,727.33,4396.36,843.59,0.36,VG-3,2/12/1996,,No
Dealer11,1/11/2018,37.52,1.28,112.24,28.99,40.91,35.1,1082.28,324.68,925.9,96.47,53833.75,9.44,139815,4.1,0.93,212.63,0,913.6,4562.77,1168.61,0.36,VG-3,2/12/1996,,No
Dealer11,1/12/2018,34.03,1.29,78.64,33.1,41.65,35.45,961.62,343.64,925.7,89.32,53419.25,11.44,91272,2.33,1.05,180.04,890,764.17,4021.55,982.35,0.33,VG-3,2/12/1996,,No
Dealer11,1/1/2019,37.45,1.25,86.94,27.88,42.95,35.76,1119.1,344.34,910.6,91.67,59403.5,12,161156,3.87,0.98,187.15,906.67,767.05,4369.33,1093.97,0.27,VG-3,2/12/1996,,No
Dealer11,1/2/2019,36.62,1.25,120.71,34.29,42.95,35.99,1069.87,399.74,908.8,96.47,50094.75,9.44,91874,2.6,0.95,219.14,902.22,872.13,4516.42,975.84,0.38,VG-3,2/12/1996,,No
Dealer11,1/3/2019,47.73,1.3,70.6,33.59,42.8,35.12,1073.25,322.45,899.7,89.66,51385.5,12.89,113409,2.4,0.9,163.31,895.45,724.69,3831.94,1118.2,0.35,VG-3,2/12/1996,,No
Dealer11,1/4/2019,42.64,1.32,86.49,33.75,43,35.08,909.56,339.09,906.6,95.74,49060.75,10.44,121319,3.07,0.95,198.75,893.33,824.81,4378.03,1226.51,0.37,VG-3,2/12/1996,,No
Dealer11,1/5/2019,39.14,1.33,71.28,31.09,43.22,35,1088.32,255.83,905,93.16,54581,13,200805,4.07,1.02,157.29,903.5,681.82,3905.85,825.96,0.39,VG-3,2/12/1996,,No
Dealer11,1/6/2019,36.82,1.34,104.64,30.06,44.26,35.07,977.27,367.87,907,92.86,55961.5,9.33,153664,3.87,0.97,215.45,901.54,886.58,4760.05,1170.86,0.42,VG-3,2/12/1996,,No
Dealer11,1/7/2019,35.14,1.35,75.28,28.31,45.09,35.06,1092.25,297.1,900.3,90.57,52267,11.78,158428,3.61,1.01,184.45,889.36,769.52,4314.46,1171.48,0.31,VG-3,2/12/1996,,No
Dealer11,1/8/2019,36.6,1.39,61.75,25.43,45.22,34.38,1136.66,255.78,899.2,95,59415.25,13.33,273835,5.32,1.03,162.27,890.99,714.73,4083.39,858.53,0.32,VG-3,2/12/1996,,No
Dealer11,1/9/2019,42.39,1.42,78.42,29.23,46.44,34.38,1116.12,248.77,902.3,88.12,50007.5,11.22,200121,4.42,0.92,180.56,886.63,714.75,4079.03,1412.83,0.41,,2/12/1996,,No
Dealer11,1/10/2019,39.04,1.47,73.14,24.72,46.96,34.38,968.62,246.41,900,89.52,55969,11.67,171619,4.03,0.99,188.52,884.85,826.99,4177.3,831.26,0.3,VG-2,2/12/1996,,No
Dealer11,1/11/2019,40.96,1.5,67.08,31,48.74,32.69,1099.75,207.08,905.2,92.45,53135.5,11.78,232698,4.94,0.76,169.79,886.51,727.58,3910.93,1184.31,0.42,VG-2,2/12/1996,,No
Dealer11,1/12/2019,36.64,1.45,70.99,35.27,48.88,32.88,946.93,225.28,909.6,89.11,49793.75,11.22,32323,0.81,0.98,198.75,888.11,793.46,4134.57,1045.14,0.28,VG-2,2/12/1996,,No
Dealer11,1/1/2020,45.42,1.51,63.27,23.06,48.17,32.43,1010.77,188.72,918.1,82.73,46878.8,12.22,213794,4.39,0.82,155.32,879.71,604.69,3921.29,923.52,0.4,VG-2,2/12/1996,,No
Dealer11,1/2/2020,36.67,1.54,61.03,30.51,48.78,31.99,1011.33,178.1,924.3,87.07,50443.4,12.89,268796,5.45,0.87,152.26,937.27,674.99,3640.11,667.35,0.44,VG-2,2/12/1996,,No
Dealer11,1/3/2020,39,1.6,98.93,32.2,47.71,31.63,966.04,202.85,927.2,92.86,50446,9.33,172758,4.31,0.76,217.33,937.42,851.75,4809.79,834.52,0.39,VG-2,2/12/1996,,No
Dealer12,1/1/2018,32.87,1.24,83.14,24.21,42.68,35,1589.61,154.7,896,163.81,43910.75,13.13,206967,4.17,0.78,320.07,982.2,515.34,3755.97,1331.53,0.71,VG-2,4/18/2008,,No
Dealer12,1/2/2018,29.81,1.26,105.53,25.29,44.1,35.34,1558.73,225.39,903.9,163.53,42172.75,10.63,183082,4.48,0.71,327.12,978,454.47,3646.39,1289.44,1.11,VG-2,4/18/2008,,No
Dealer12,1/3/2018,37.4,1.23,70.56,21.72,45.33,35.36,1752,166.84,905.6,182.4,47761.75,15.63,288887,6.22,0.67,273.62,970,495.25,3254.74,848.46,0.71,VG-2,4/18/2008,,No
Dealer12,1/4/2018,33.66,1.22,57.66,22.23,46.71,35.6,1565.11,153.01,912.7,174.47,44748.75,17.63,263810,5.14,0.74,256.82,968.6,332.19,3214.85,959.94,0.62,VG-2,4/18/2008,,No
Dealer12,1/5/2018,41.53,1.23,78.93,22.69,48.68,31.1,1097.41,188.85,909.4,163.93,47642.75,15.25,281027,5.62,0.66,249.57,,297.64,3023.54,1017.07,0.93,VG-2,4/18/2008,,No
Dealer12,1/6/2018,43.1,1.21,75.14,21.4,49.16,31.2,1415.17,191.37,909.4,173.87,47478.5,13.88,260369,5.96,0.74,284.7,,267.55,3335.06,865.28,0.86,VG-2,4/18/2008,,No
Dealer12,1/7/2018,46.08,1.29,53.5,23.84,50.86,31.39,1290.7,161.31,910.4,149.17,46369.5,15,282502,5.84,0.73,241.36,,244.14,2723.13,878.08,1.03,VG-2,4/18/2008,,No
Dealer12,1/8/2018,42.88,1.29,49.09,23.66,51.83,31.28,1522.57,112.8,905.5,160.14,50727.25,17.88,344144,6.43,0.68,229.09,,261.89,2714.27,817.1,0.79,VG-2,4/18/2008,,No
Dealer12,1/9/2018,39.98,1.26,74.58,19.72,51.77,31.42,1392.74,159.59,907.7,250.47,48402.25,13.38,186219,4.44,0.67,313.63,0,419.07,3540.43,924.68,0.75,VG-2,4/18/2008,,No
Dealer12,1/10/2018,43.22,1.29,76.46,18.31,53.32,31.26,1336.2,181.63,900.9,149.56,51651.25,14.13,257066,5.48,0.73,274.63,0,315.37,3087.2,630.54,0.9,VG-2,4/18/2008,,No
Dealer12,1/11/2018,33.48,1.29,79,19.99,52.8,32.1,1365.17,180.75,902.4,160,49732.75,15,209857,4.25,0.68,262.89,0,663.46,3117.14,1035.51,0.89,VG-2,4/18/2008,,No
Dealer12,1/12/2018,28.44,1.27,63.81,15.98,56.35,32.35,1521.56,174.87,903,161.19,50524,16.75,222776,4.53,0.76,262.89,871.81,718.93,2998.65,958.17,0.69,VG-2,4/18/2008,,No
Dealer12,1/1/2019,34.6,1.24,105.98,15.95,55.62,32.23,1123.61,232.04,889.2,159.81,54889,13.38,175512,3.78,0.67,273.48,862,229.44,3047.92,641.68,1.04,VG-2,4/18/2008,,No
Dealer12,1/2/2019,34.15,1.21,99.81,22.1,55.41,32.37,1164.8,254.95,898.3,151.92,49008.5,13,230107,5.05,0.66,284.45,835.58,244.97,2958.53,929.36,1.05,VG-2,4/18/2008,,No
Dealer12,1/3/2019,31.75,1.31,80.93,21.87,54.34,31.28,1551.73,216,904.3,145.74,61516.75,16.13,425121,6.99,0.73,220.32,850.32,284.95,3034.78,1113.42,1.13,VG-2,4/18/2008,,No
Dealer12,1/4/2019,36.01,1.34,73.93,17.47,53.52,31.04,1296.68,202.43,925.6,140.18,51514,14,228805,4.47,0.8,280.5,865.66,323.06,3309.27,783.68,0.93,VG-2,4/18/2008,,No
Dealer12,1/5/2019,38.6,1.41,62.88,21.4,53.22,31.1,1512.94,125.06,915.9,168.8,51310.25,15.63,291126,5.05,0.87,251.4,855.77,238.78,3153.14,734.57,0.93,VG-2,4/18/2008,,No
Dealer12,1/6/2019,43.62,1.43,55.75,26.47,54.33,31.11,1327.61,98.53,906.4,155.97,52438.5,16.75,331310,5.64,0.8,246.29,855.08,331.09,3004.85,809.27,0.84,VG-2,4/18/2008,,No
Dealer12,1/7/2019,36.29,1.39,75.7,27.32,54.55,30.8,1359.55,136.54,896.8,153.91,61093,16,333806,5.41,0.84,242.35,854,285.63,3092.41,769.07,0.95,VG-2,4/18/2008,,No
Dealer12,1/8/2019,36.42,1.49,55.86,25.34,55.78,30.76,1449.34,72.17,894.3,159.31,58740.75,18.13,382901,5.99,0.85,228.63,855.45,320.06,2869.85,784.5,0.83,VG-2,4/18/2008,,No
Dealer12,1/9/2019,36.88,1.44,58.64,26.3,56.21,30.76,1615.45,31.6,895.6,167.42,52055.25,16.5,295536,4.99,1.01,257.82,849.58,379.16,2915.24,666.35,0.78,VG-2,4/18/2008,,No
Dealer12,1/10/2019,38.61,1.61,56.44,23.97,56.42,30.76,1253.03,-24.18,896.4,149.15,52809.75,14.75,210398,4.03,0.8,296.12,845.64,504.54,3217.98,639.75,0.75,VG-2,4/18/2008,,No
Dealer12,1/11/2019,34.98,1.66,50.66,25.97,57.93,30.19,1686.02,-31.52,904.7,156.56,48196,15.25,291068,5.45,0.86,290.82,846.7,653.8,2905.08,624.53,0.74,VG-2,4/18/2008,,No
Dealer12,1/12/2019,28.18,1.5,61.09,25.62,57.49,29.78,1669.25,-43.95,911.5,160.87,46931,17.25,769287,13.39,0.86,275.17,850.8,457.7,2996.14,1083.94,0.62,VG-2,4/18/2008,,No
Dealer12,1/1/2020,37.81,1.55,105.52,27.61,57.8,29.73,1868.17,53.32,895.7,0,45347.5,0,153213,3.66,0.81,382.24,980,597.98,4132.99,727.54,0.85,VG-2,4/18/2008,,No
Dealer12,1/2/2020,38.51,1.56,89.39,28.35,58.19,29.32,1415.2,-6.63,846.8,0,45379,0,271252,5.71,0.81,322.36,950.81,413.76,3001.7,1054.35,0.96,VG-2,4/18/2008,,No
Dealer12,1/3/2020,30.17,1.48,76.86,22.82,59.75,29.52,1510.53,-12.93,848.8,0,43199.25,0,220832,4.38,0.9,308.32,992.15,412.18,3012.71,1169.83,0.71,VG-2,4/18/2008,,No
Dealer13,1/6/2017,27.25,1.14,81.67,30.68,60.09,39.18,566.06,134.55,939.9,0,61399.33,13.5,27842,1.2,0.89,0,971.4,306.43,2896.83,893.16,0.51,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/7/2017,21.89,1.14,73.14,27.45,60.88,39.28,969.6,132.64,884.6,0,62990.33,15.13,16067,0.86,1.02,10.13,970.5,339.76,3003.72,864.15,0.38,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/8/2017,25.74,1.19,69.75,25.69,,40.57,1068.15,128.82,904.6,68.33,61165.67,15,23908,1.09,1.13,12.16,968.7,405.19,3125.46,1082.8,0.47,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/9/2017,26.68,1.21,64.64,47.85,62.92,40.3,992.92,119.1,904.3,0,47311.33,13.75,-21670,-0.05,1.04,0,971.2,390.84,3185.26,742.21,0.44,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/10/2017,27.56,1.22,57.54,31.74,63.3,40.29,839.67,101.2,913.5,95.9,63535.67,15.25,21090,0.98,0.94,1.18,983.3,315.3,3202.14,914.23,0.39,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/11/2017,22.91,1.21,60,23.59,62.1,40.6,785.49,108.1,898,0,70540.33,21.5,8187,0.59,1.42,0,976.5,433.85,3172.93,963.15,0.43,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/12/2017,20.41,1.16,51.51,33.65,61.26,40.83,816.85,114.55,900.2,0,59710,19,-4918,0.5,1.39,0,972,299.65,2612.94,1089.98,0.36,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/1/2018,21.8,1.16,43.21,28.33,60.82,40.7,893.98,165.88,901.8,67.89,0,13.63,18453,0.91,1.07,0,965.5,335.98,3406.79,938.12,0.53,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/2/2018,23.08,1.14,101.94,28.86,56.94,42.93,720.56,173.44,906.7,0,0,13.5,25332,1.12,1.23,0,970.5,483.04,2853.09,781.66,0.46,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/3/2018,30.68,1.15,79.92,34.03,56.88,42.74,758.74,185.28,906.3,0,0,15.63,-8473,0.16,0.94,0,963.5,264.41,2830.44,775.67,0.46,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/4/2018,28.46,1.1,96.37,28.71,55.7,43.09,718.52,233.04,910.9,0,0,14.13,-36098,-0.52,0.93,0,962.1,351.65,3319.65,767.42,0.42,VG-2,9/25/2009,7/3/2019,No
Dealer13,1/5/2018,29.82,0.87,96.52,28.11,54,41.48,877.04,269.96,917.5,0,0,11.5,-124816,-2.87,0.72,0,,500.44,3801.45,1081.05,0.46,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/6/2018,33.46,0.85,60.5,31.36,54.37,41.73,735.99,170.36,919,93.33,0,15,-55570,-0.89,0.84,0,,318.51,3079.42,873.93,0.46,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/7/2018,27.61,1.05,79.59,30.64,53.88,41.71,783.26,217.84,920.3,0,34264.2,14,-87578,-1.76,0.97,0,,416.19,3495.95,1085.3,0.54,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/8/2018,28.74,1.02,81.35,29.54,53.11,41.87,957.24,197.23,925.5,0,39457.4,14.86,-67650,-1.26,1.03,8.23,,340.9,3193.8,685.97,0.63,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/9/2018,34.07,1.02,64.02,32.15,52.26,42.12,871.92,206.63,931.8,93.75,35690.6,16,-56481,-0.91,0.74,4.08,0,385.5,3262.68,908.31,0.53,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/10/2018,30.44,0.95,68.04,32.1,52.63,41.96,723.13,227.88,932.1,101.79,40574.2,16,-88184,-1.72,0.92,0,0,427.76,3297.08,769.69,0.43,VG-2,9/25/2009,7/3/2019,Yes
